class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,spore-print-color,population,habitat
p,b,f,n,f,n,f,c,n,w,e,?,w,v,d
p,x,y,n,f,s,f,c,n,b,t,?,w,v,p
p,f,y,y,f,f,f,c,b,h,e,b,h,y,d
p,x,y,y,f,f,f,c,b,g,e,b,h,y,g
p,x,s,g,t,f,f,c,b,p,t,b,h,s,g
p,x,y,n,f,f,f,c,n,b,t,?,w,v,d
e,x,y,n,t,n,f,c,b,w,e,?,w,c,w
e,f,y,n,f,n,f,w,n,w,e,b,w,v,l
p,f,y,b,t,n,f,c,b,g,e,b,r,v,g
p,k,f,n,f,n,f,c,n,w,e,?,w,v,d
p,f,y,g,f,f,f,c,b,h,e,b,h,v,g
p,x,y,n,f,s,f,c,n,b,t,?,w,v,p
p,f,f,g,f,f,f,c,b,h,e,b,h,y,d
p,f,f,g,f,f,f,c,b,p,e,b,h,v,d
p,x,s,g,t,f,f,c,b,p,t,b,h,s,g
e,x,y,r,f,n,f,c,n,u,e,?,h,y,d
p,x,y,n,f,y,f,c,n,b,t,?,w,v,p
p,f,s,p,t,n,f,c,b,g,e,b,r,v,m
p,x,y,e,f,y,f,c,n,b,t,?,w,v,l
p,f,s,b,t,f,f,c,b,w,t,b,h,v,g
p,x,s,b,t,f,f,c,b,w,t,b,h,v,u
e,k,s,e,t,n,f,c,b,e,e,?,w,c,w
p,f,s,b,t,f,f,c,b,w,t,b,h,s,g
e,x,f,n,f,n,f,w,n,w,e,b,w,v,l
p,f,y,y,f,f,f,c,b,p,e,b,h,v,d
e,f,y,w,f,n,f,c,n,w,e,?,h,y,d
p,f,s,w,t,f,f,c,b,w,t,b,h,s,u
p,f,s,p,t,n,f,c,b,r,e,b,r,v,g
p,f,y,y,f,f,f,c,b,p,e,b,h,y,d
p,f,s,g,t,f,f,c,b,h,t,b,h,s,g
p,x,y,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,y,f,f,f,c,b,g,e,b,h,v,g
p,f,s,g,t,f,f,c,b,h,t,b,h,s,g
p,f,s,w,t,f,f,c,b,h,t,b,h,s,u
p,x,y,n,f,s,f,c,n,b,t,?,w,v,d
p,f,f,y,f,f,f,c,b,p,e,b,h,y,d
p,x,y,n,f,f,f,c,n,b,t,?,w,v,d
p,b,y,b,t,n,f,c,b,g,e,b,r,v,g
p,f,y,y,f,f,f,c,b,g,e,b,h,v,g
p,x,y,e,f,y,f,c,n,b,t,?,w,v,l
p,x,y,n,f,f,f,c,n,b,t,?,w,v,d
e,k,y,b,t,n,f,c,b,e,e,?,w,c,w
e,x,y,w,f,n,f,c,n,p,e,?,h,y,d
p,f,s,b,t,f,f,c,b,p,t,b,h,v,u
p,f,y,y,f,f,f,c,b,g,e,b,h,y,g
p,x,y,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,e,f,s,f,c,n,b,t,?,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,x,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,e,f,s,f,c,n,b,t,?,w,v,d
p,k,y,n,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,w,v,l
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,s,n,f,s,f,c,n,b,t,?,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,y,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,w,v,d
p,k,s,n,f,y,f,c,n,b,t,?,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,w,v,d
p,f,y,e,f,s,f,c,n,b,t,?,w,v,l
p,k,s,e,f,y,f,c,n,b,t,?,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,w,v,d
p,x,s,n,f,s,f,c,n,b,t,?,w,v,p
p,f,s,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,p
p,f,y,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,w,v,d
p,f,y,n,f,s,f,c,n,b,t,?,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,w,v,l
e,b,s,n,f,n,a,c,b,y,e,?,n,c,l
p,f,s,n,f,y,f,c,n,b,t,?,w,v,d
e,x,s,n,f,n,a,c,b,o,e,?,n,v,l
p,f,y,e,f,y,f,c,n,b,t,?,w,v,d
p,f,y,n,f,s,f,c,n,b,t,?,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,w,v,l
p,x,y,e,f,y,f,c,n,b,t,?,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,s,n,f,s,f,c,n,b,t,?,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,s,n,f,s,f,c,n,b,t,?,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,k,s,e,f,s,f,c,n,b,t,?,w,v,l
p,k,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,f,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,w,v,p
p,f,y,n,f,s,f,c,n,b,t,?,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,w,v,p
e,x,f,w,f,n,f,w,b,w,e,?,w,n,g
p,f,y,n,f,y,f,c,n,b,t,?,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,n,f,s,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,w,v,l
p,k,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,s,f,c,n,b,t,?,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,n,f,s,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,p
p,k,y,n,f,y,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,l
p,f,s,n,f,y,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,w,v,p
p,x,y,e,f,y,f,c,n,b,t,?,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,s,f,c,n,b,t,?,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,e,f,f,f,c,n,b,t,?,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,l
p,k,s,e,f,s,f,c,n,b,t,?,w,v,p
e,x,s,c,t,n,f,c,b,w,e,b,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,n,f,y,f,c,n,b,t,?,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,k,s,e,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,s,f,c,n,b,t,?,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,w,v,d
p,x,s,e,f,y,f,c,n,b,t,?,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,w,v,l
e,b,f,w,f,n,f,w,b,g,e,?,w,n,g
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,p
p,f,y,e,f,s,f,c,n,b,t,?,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,w,v,l
e,k,f,w,f,n,f,w,b,g,e,?,w,s,g
p,x,s,n,f,s,f,c,n,b,t,?,w,v,p
p,f,s,n,f,s,f,c,n,b,t,?,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,w,v,d
p,x,s,n,f,f,f,c,n,b,t,?,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,w,v,p
p,k,s,n,f,y,f,c,n,b,t,?,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,s,e,f,s,f,c,n,b,t,?,w,v,d
p,f,y,e,f,s,f,c,n,b,t,?,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,w,v,p
p,x,s,n,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,w,v,l
p,k,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,s,e,f,f,f,c,n,b,t,?,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,w,v,p
p,k,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,w,v,p
p,k,y,e,f,f,f,c,n,b,t,?,w,v,d
p,f,y,e,f,s,f,c,n,b,t,?,w,v,p
p,k,y,n,f,s,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,f,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
e,b,s,g,f,n,f,w,b,w,e,?,w,n,g
p,x,y,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,w,v,d
p,f,y,e,f,s,f,c,n,b,t,?,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
e,k,s,w,f,n,f,w,b,g,e,?,w,s,g
p,f,y,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,y,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,w,v,p
p,f,y,e,f,s,f,c,n,b,t,?,w,v,d
e,b,f,g,f,n,f,w,b,p,e,?,w,n,g
p,k,y,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,k,s,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,n,f,s,f,c,n,b,t,?,w,v,p
e,k,s,w,f,n,f,w,b,g,e,?,w,s,g
p,f,s,e,f,s,f,c,n,b,t,?,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,w,v,p
p,k,s,e,f,f,f,c,n,b,t,?,w,v,p
p,k,y,n,f,s,f,c,n,b,t,?,w,v,l
p,k,y,e,f,f,f,c,n,b,t,?,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,e,f,s,f,c,n,b,t,?,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,d
p,x,y,e,f,y,f,c,n,b,t,?,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,l
p,x,y,e,f,y,f,c,n,b,t,?,w,v,l
p,k,y,n,f,y,f,c,n,b,t,?,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,d
p,f,s,e,f,s,f,c,n,b,t,?,w,v,d
p,x,s,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,w,v,d
p,f,y,n,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,w,v,d
p,x,s,n,f,s,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,d
p,x,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,w,v,p
p,k,y,n,f,s,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,w,v,p
p,f,y,e,f,s,f,c,n,b,t,?,w,v,d
p,x,y,e,f,y,f,c,n,b,t,?,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,w,v,d
p,f,s,e,f,s,f,c,n,b,t,?,w,v,l
p,k,y,e,f,y,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
e,k,s,g,f,n,f,w,b,g,e,?,w,s,g
p,x,s,n,f,y,f,c,n,b,t,?,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,w,v,d
p,f,s,e,f,s,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,e,f,s,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,l
p,k,y,n,f,y,f,c,n,b,t,?,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
e,b,s,w,f,n,f,w,b,p,e,?,w,s,g
p,f,s,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,f,s,e,f,y,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,w,v,d
p,f,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,y,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,w,v,p
p,x,s,n,f,y,f,c,n,b,t,?,w,v,p
p,f,s,e,f,s,f,c,n,b,t,?,w,v,d
p,k,y,n,f,y,f,c,n,b,t,?,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,w,v,d
p,k,s,n,f,s,f,c,n,b,t,?,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,w,v,l
p,k,s,e,f,s,f,c,n,b,t,?,w,v,d
p,x,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,w,v,p
p,k,s,n,f,y,f,c,n,b,t,?,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,x,y,e,f,y,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,p
p,f,y,e,f,s,f,c,n,b,t,?,w,v,p
p,k,y,n,f,y,f,c,n,b,t,?,w,v,l
p,x,s,n,f,s,f,c,n,b,t,?,w,v,d
p,x,s,e,f,y,f,c,n,b,t,?,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,w,v,p
p,k,y,e,f,f,f,c,n,b,t,?,w,v,d
e,x,f,g,f,n,f,w,b,w,e,?,w,s,g
p,f,y,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,y,f,c,n,b,t,?,w,v,l
p,x,s,n,f,s,f,c,n,b,t,?,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,w,v,l
p,f,s,n,f,y,f,c,n,b,t,?,w,v,l
p,f,s,n,f,y,f,c,n,b,t,?,w,v,p
p,x,s,n,f,y,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,p
p,x,s,n,f,y,f,c,n,b,t,?,w,v,p
p,x,s,n,f,y,f,c,n,b,t,?,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,w,v,d
p,x,y,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,w,v,p
e,k,f,w,f,n,f,w,b,p,e,?,w,n,g
p,x,s,n,f,f,f,c,n,b,t,?,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,w,v,p
e,b,s,n,f,n,a,c,b,o,e,?,o,v,l
p,f,s,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,e,f,s,f,c,n,b,t,?,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,w,v,p
p,k,y,n,f,y,f,c,n,b,t,?,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,w,v,l
p,x,s,e,f,s,f,c,n,b,t,?,w,v,p
p,k,y,n,f,y,f,c,n,b,t,?,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,w,v,p
e,x,s,w,f,n,f,w,b,g,e,?,w,s,g
p,f,y,n,f,y,f,c,n,b,t,?,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,w,v,l
p,x,y,e,f,y,f,c,n,b,t,?,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,s,n,f,s,f,c,n,b,t,?,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,w,v,l
e,k,f,g,f,n,f,w,b,g,e,?,w,s,g
p,f,s,e,f,s,f,c,n,b,t,?,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,w,v,p
e,b,f,w,f,n,f,w,b,w,e,?,w,s,g
p,f,s,n,f,y,f,c,n,b,t,?,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,w,v,d
p,f,s,n,f,s,f,c,n,b,t,?,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,w,v,d
p,f,s,e,f,s,f,c,n,b,t,?,w,v,p
p,f,s,e,f,s,f,c,n,b,t,?,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,w,v,l
p,x,y,e,f,m,f,c,b,w,e,c,w,c,d
p,f,y,n,f,y,f,c,n,b,t,?,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,w,v,p
