class,cap-shape,cap-surface,cap-color,odor,spore-print-color,population,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
edible,bell,smooth,gray,none,white,numerous,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
edible,knobbed,smooth,white,none,white,scattered,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
edible,bell,fibrous,gray,none,white,numerous,,,,
poisonous,knobbed,scaly,red,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,knobbed,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
edible,knobbed,smooth,white,none,white,scattered,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,knobbed,smooth,red,foul,white,several,,,,
poisonous,knobbed,scaly,brown,spicy,white,several,,,,
poisonous,knobbed,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,knobbed,scaly,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,knobbed,scaly,red,fishy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
edible,knobbed,smooth,gray,none,white,scattered,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
edible,bell,smooth,white,none,white,scattered,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,knobbed,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,knobbed,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,knobbed,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,knobbed,scaly,red,foul,white,several,,,,
edible,convex,fibrous,gray,none,white,scattered,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
edible,knobbed,fibrous,white,none,white,numerous,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
edible,bell,smooth,brown,none,orange,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
edible,convex,smooth,white,none,white,scattered,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
edible,knobbed,fibrous,gray,none,white,scattered,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
edible,bell,fibrous,white,none,white,scattered,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,scaly,red,musty,white,clustered,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
edible,convex,smooth,brown,none,yellow,clustered,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
edible,convex,smooth,brown,none,orange,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,knobbed,scaly,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
edible,knobbed,smooth,white,none,white,numerous,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,knobbed,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,knobbed,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
edible,convex,fibrous,white,none,white,numerous,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
edible,convex,fibrous,gray,none,white,numerous,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,knobbed,smooth,red,fishy,white,several,,,,
poisonous,knobbed,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
edible,knobbed,fibrous,white,none,white,numerous,,,,
poisonous,knobbed,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,knobbed,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,knobbed,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
edible,convex,smooth,brown,none,buff,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,knobbed,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,knobbed,smooth,red,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,knobbed,scaly,red,fishy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
edible,convex,smooth,gray,none,white,numerous,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,knobbed,scaly,brown,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,knobbed,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,knobbed,smooth,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
edible,bell,fibrous,gray,none,white,scattered,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,knobbed,smooth,brown,spicy,white,several,,,,
edible,bell,smooth,brown,none,yellow,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,knobbed,scaly,cinnamon,musty,white,clustered,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,fishy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,knobbed,scaly,red,spicy,white,several,,,,
poisonous,convex,scaly,red,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
poisonous,knobbed,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,scaly,red,fishy,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,scaly,brown,spicy,white,several,,,,
poisonous,flat,smooth,brown,spicy,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,red,foul,white,several,,,,
poisonous,knobbed,scaly,brown,fishy,white,several,,,,
poisonous,flat,smooth,brown,fishy,white,several,,,,
poisonous,flat,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,red,fishy,white,several,,,,
poisonous,convex,smooth,brown,foul,white,several,,,,
poisonous,flat,smooth,red,foul,white,several,,,,
poisonous,convex,smooth,red,foul,white,several,,,,
poisonous,flat,scaly,red,spicy,white,several,,,,
poisonous,convex,smooth,red,fishy,white,several,,,,
poisonous,flat,smooth,red,spicy,white,several,,,,
poisonous,flat,smooth,brown,foul,white,several,,,,
poisonous,convex,smooth,brown,fishy,white,several,,,,
poisonous,convex,smooth,red,spicy,white,several,,,,
